file_name,dataset,div_conq,sw_size,strategy_param,dataset_length
data/SRS/Dataset_A/sig3_5_15/srs_101.txt,srs_101.txt,0,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_101.txt,srs_101.txt,0,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_101.txt,srs_101.txt,0,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_101.txt,srs_101.txt,0,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_101.txt,srs_101.txt,1,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_101.txt,srs_101.txt,1,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_101.txt,srs_101.txt,1,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_101.txt,srs_101.txt,1,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_102.txt,srs_102.txt,0,10,0,7
data/SRS/Dataset_A/sig3_5_15/srs_102.txt,srs_102.txt,0,10,1,7
data/SRS/Dataset_A/sig3_5_15/srs_102.txt,srs_102.txt,0,10,2,7
data/SRS/Dataset_A/sig3_5_15/srs_102.txt,srs_102.txt,0,10,3,7
data/SRS/Dataset_A/sig3_5_15/srs_102.txt,srs_102.txt,1,10,0,7
data/SRS/Dataset_A/sig3_5_15/srs_102.txt,srs_102.txt,1,10,1,7
data/SRS/Dataset_A/sig3_5_15/srs_102.txt,srs_102.txt,1,10,2,7
data/SRS/Dataset_A/sig3_5_15/srs_102.txt,srs_102.txt,1,10,3,7
data/SRS/Dataset_A/sig3_5_15/srs_104.txt,srs_104.txt,0,10,0,9
data/SRS/Dataset_A/sig3_5_15/srs_104.txt,srs_104.txt,0,10,1,9
data/SRS/Dataset_A/sig3_5_15/srs_104.txt,srs_104.txt,0,10,2,9
data/SRS/Dataset_A/sig3_5_15/srs_104.txt,srs_104.txt,0,10,3,9
data/SRS/Dataset_A/sig3_5_15/srs_104.txt,srs_104.txt,1,10,0,9
data/SRS/Dataset_A/sig3_5_15/srs_104.txt,srs_104.txt,1,10,1,9
data/SRS/Dataset_A/sig3_5_15/srs_104.txt,srs_104.txt,1,10,2,9
data/SRS/Dataset_A/sig3_5_15/srs_104.txt,srs_104.txt,1,10,3,9
data/SRS/Dataset_A/sig3_5_15/srs_109.txt,srs_109.txt,0,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_109.txt,srs_109.txt,0,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_109.txt,srs_109.txt,0,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_109.txt,srs_109.txt,0,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_109.txt,srs_109.txt,1,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_109.txt,srs_109.txt,1,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_109.txt,srs_109.txt,1,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_109.txt,srs_109.txt,1,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_111.txt,srs_111.txt,0,10,0,9
data/SRS/Dataset_A/sig3_5_15/srs_111.txt,srs_111.txt,0,10,1,9
data/SRS/Dataset_A/sig3_5_15/srs_111.txt,srs_111.txt,0,10,2,9
data/SRS/Dataset_A/sig3_5_15/srs_111.txt,srs_111.txt,0,10,3,9
data/SRS/Dataset_A/sig3_5_15/srs_111.txt,srs_111.txt,1,10,0,9
data/SRS/Dataset_A/sig3_5_15/srs_111.txt,srs_111.txt,1,10,1,9
data/SRS/Dataset_A/sig3_5_15/srs_111.txt,srs_111.txt,1,10,2,9
data/SRS/Dataset_A/sig3_5_15/srs_111.txt,srs_111.txt,1,10,3,9
data/SRS/Dataset_A/sig3_5_15/srs_113.txt,srs_113.txt,0,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_113.txt,srs_113.txt,0,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_113.txt,srs_113.txt,0,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_113.txt,srs_113.txt,0,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_113.txt,srs_113.txt,1,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_113.txt,srs_113.txt,1,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_113.txt,srs_113.txt,1,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_113.txt,srs_113.txt,1,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_114.txt,srs_114.txt,0,10,0,7
data/SRS/Dataset_A/sig3_5_15/srs_114.txt,srs_114.txt,0,10,1,7
data/SRS/Dataset_A/sig3_5_15/srs_114.txt,srs_114.txt,0,10,2,7
data/SRS/Dataset_A/sig3_5_15/srs_114.txt,srs_114.txt,0,10,3,7
data/SRS/Dataset_A/sig3_5_15/srs_114.txt,srs_114.txt,1,10,0,7
data/SRS/Dataset_A/sig3_5_15/srs_114.txt,srs_114.txt,1,10,1,7
data/SRS/Dataset_A/sig3_5_15/srs_114.txt,srs_114.txt,1,10,2,7
data/SRS/Dataset_A/sig3_5_15/srs_114.txt,srs_114.txt,1,10,3,7
data/SRS/Dataset_A/sig3_5_15/srs_115.txt,srs_115.txt,0,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_115.txt,srs_115.txt,0,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_115.txt,srs_115.txt,0,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_115.txt,srs_115.txt,0,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_115.txt,srs_115.txt,1,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_115.txt,srs_115.txt,1,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_115.txt,srs_115.txt,1,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_115.txt,srs_115.txt,1,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_116.txt,srs_116.txt,0,10,0,7
data/SRS/Dataset_A/sig3_5_15/srs_116.txt,srs_116.txt,0,10,1,7
data/SRS/Dataset_A/sig3_5_15/srs_116.txt,srs_116.txt,0,10,2,7
data/SRS/Dataset_A/sig3_5_15/srs_116.txt,srs_116.txt,0,10,3,7
data/SRS/Dataset_A/sig3_5_15/srs_116.txt,srs_116.txt,1,10,0,7
data/SRS/Dataset_A/sig3_5_15/srs_116.txt,srs_116.txt,1,10,1,7
data/SRS/Dataset_A/sig3_5_15/srs_116.txt,srs_116.txt,1,10,2,7
data/SRS/Dataset_A/sig3_5_15/srs_116.txt,srs_116.txt,1,10,3,7
data/SRS/Dataset_A/sig3_5_15/srs_118.txt,srs_118.txt,0,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_118.txt,srs_118.txt,0,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_118.txt,srs_118.txt,0,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_118.txt,srs_118.txt,0,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_118.txt,srs_118.txt,1,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_118.txt,srs_118.txt,1,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_118.txt,srs_118.txt,1,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_118.txt,srs_118.txt,1,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_119.txt,srs_119.txt,0,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_119.txt,srs_119.txt,0,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_119.txt,srs_119.txt,0,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_119.txt,srs_119.txt,0,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_119.txt,srs_119.txt,1,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_119.txt,srs_119.txt,1,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_119.txt,srs_119.txt,1,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_119.txt,srs_119.txt,1,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_122.txt,srs_122.txt,0,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_122.txt,srs_122.txt,0,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_122.txt,srs_122.txt,0,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_122.txt,srs_122.txt,0,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_122.txt,srs_122.txt,1,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_122.txt,srs_122.txt,1,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_122.txt,srs_122.txt,1,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_122.txt,srs_122.txt,1,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_124.txt,srs_124.txt,0,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_124.txt,srs_124.txt,0,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_124.txt,srs_124.txt,0,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_124.txt,srs_124.txt,0,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_124.txt,srs_124.txt,1,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_124.txt,srs_124.txt,1,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_124.txt,srs_124.txt,1,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_124.txt,srs_124.txt,1,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_125.txt,srs_125.txt,0,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_125.txt,srs_125.txt,0,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_125.txt,srs_125.txt,0,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_125.txt,srs_125.txt,0,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_125.txt,srs_125.txt,1,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_125.txt,srs_125.txt,1,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_125.txt,srs_125.txt,1,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_125.txt,srs_125.txt,1,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_126.txt,srs_126.txt,0,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_126.txt,srs_126.txt,0,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_126.txt,srs_126.txt,0,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_126.txt,srs_126.txt,0,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_126.txt,srs_126.txt,1,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_126.txt,srs_126.txt,1,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_126.txt,srs_126.txt,1,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_126.txt,srs_126.txt,1,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_127.txt,srs_127.txt,0,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_127.txt,srs_127.txt,0,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_127.txt,srs_127.txt,0,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_127.txt,srs_127.txt,0,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_127.txt,srs_127.txt,1,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_127.txt,srs_127.txt,1,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_127.txt,srs_127.txt,1,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_127.txt,srs_127.txt,1,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_128.txt,srs_128.txt,0,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_128.txt,srs_128.txt,0,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_128.txt,srs_128.txt,0,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_128.txt,srs_128.txt,0,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_128.txt,srs_128.txt,1,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_128.txt,srs_128.txt,1,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_128.txt,srs_128.txt,1,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_128.txt,srs_128.txt,1,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_13.txt,srs_13.txt,0,10,0,7
data/SRS/Dataset_A/sig3_5_15/srs_13.txt,srs_13.txt,0,10,1,7
data/SRS/Dataset_A/sig3_5_15/srs_13.txt,srs_13.txt,0,10,2,7
data/SRS/Dataset_A/sig3_5_15/srs_13.txt,srs_13.txt,0,10,3,7
data/SRS/Dataset_A/sig3_5_15/srs_13.txt,srs_13.txt,1,10,0,7
data/SRS/Dataset_A/sig3_5_15/srs_13.txt,srs_13.txt,1,10,1,7
data/SRS/Dataset_A/sig3_5_15/srs_13.txt,srs_13.txt,1,10,2,7
data/SRS/Dataset_A/sig3_5_15/srs_13.txt,srs_13.txt,1,10,3,7
data/SRS/Dataset_A/sig3_5_15/srs_130.txt,srs_130.txt,0,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_130.txt,srs_130.txt,0,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_130.txt,srs_130.txt,0,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_130.txt,srs_130.txt,0,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_130.txt,srs_130.txt,1,10,0,8
data/SRS/Dataset_A/sig3_5_15/srs_130.txt,srs_130.txt,1,10,1,8
data/SRS/Dataset_A/sig3_5_15/srs_130.txt,srs_130.txt,1,10,2,8
data/SRS/Dataset_A/sig3_5_15/srs_130.txt,srs_130.txt,1,10,3,8
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,1,1,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,1,2,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,1,3,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,5,0,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,5,1,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,5,2,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,5,3,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,10,0,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,10,1,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,10,2,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,0,10,3,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,1,1,1,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,1,1,2,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,1,1,3,6
data/SRS/Dataset_A/sig3_5_15/srs_137.txt,srs_137.txt,1,5,0,6
