file_name,dataset,div_conq,sw_size,strategy_param,dataset_length
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,1,1,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,1,2,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,1,3,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,5,0,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,5,1,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,5,2,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,5,3,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,10,0,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,10,1,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,0,10,2,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,1,0,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,1,1,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,1,2,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,1,3,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,5,0,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,5,1,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,5,2,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,5,3,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,10,0,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,10,1,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,10,2,17
data/SRS/Dataset_A/sig10_15_25/srs_0.txt,srs_0.txt,1,10,3,17
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,1,1,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,1,2,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,1,3,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,5,0,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,5,1,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,5,2,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,5,3,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,10,0,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,10,1,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,0,10,2,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,1,0,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,1,1,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,1,2,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,1,3,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,5,0,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,5,1,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,5,2,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,5,3,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,10,0,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,10,1,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,10,2,25
data/SRS/Dataset_A/sig10_15_25/srs_1.txt,srs_1.txt,1,10,3,25
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,1,1,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,1,2,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,1,3,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,5,0,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,5,1,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,5,2,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,5,3,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,10,0,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,10,1,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,0,10,2,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,1,0,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,1,1,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,1,2,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,1,3,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,5,0,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,5,1,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,5,2,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,5,3,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,10,0,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,10,1,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,10,2,18
data/SRS/Dataset_A/sig10_15_25/srs_10.txt,srs_10.txt,1,10,3,18
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,1,1,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,1,2,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,1,3,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,5,0,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,5,1,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,5,2,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,5,3,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,10,0,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,10,1,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,0,10,2,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,1,0,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,1,1,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,1,2,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,1,3,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,5,0,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,5,1,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,5,2,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,5,3,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,10,0,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,10,1,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,10,2,22
data/SRS/Dataset_A/sig10_15_25/srs_100.txt,srs_100.txt,1,10,3,22
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,1,1,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,1,2,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,1,3,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,5,0,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,5,1,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,5,2,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,5,3,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,10,0,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,10,1,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,0,10,2,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,1,0,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,1,1,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,1,2,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,1,3,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,5,0,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,5,1,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,5,2,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,5,3,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,10,0,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,10,1,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,10,2,23
data/SRS/Dataset_A/sig10_15_25/srs_101.txt,srs_101.txt,1,10,3,23
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,1,1,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,1,2,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,1,3,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,5,0,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,5,1,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,5,2,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,5,3,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,10,0,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,10,1,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,0,10,2,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,1,0,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,1,1,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,1,2,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,1,3,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,5,0,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,5,1,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,5,2,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,5,3,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,10,0,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,10,1,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,10,2,19
data/SRS/Dataset_A/sig10_15_25/srs_102.txt,srs_102.txt,1,10,3,19
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,1,1,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,1,2,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,1,3,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,5,0,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,5,1,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,5,2,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,5,3,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,10,0,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,10,1,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,0,10,2,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,1,0,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,1,1,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,1,2,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,1,3,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,5,0,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,5,1,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,5,2,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,5,3,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,10,0,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,10,1,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,10,2,23
data/SRS/Dataset_A/sig10_15_25/srs_103.txt,srs_103.txt,1,10,3,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,1,1,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,1,2,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,1,3,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,5,0,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,5,1,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,5,2,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,5,3,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,10,0,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,10,1,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,0,10,2,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,1,0,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,1,1,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,1,2,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,1,3,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,5,0,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,5,1,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,5,2,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,5,3,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,10,0,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,10,1,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,10,2,23
data/SRS/Dataset_A/sig10_15_25/srs_104.txt,srs_104.txt,1,10,3,23
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,1,1,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,1,2,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,1,3,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,5,0,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,5,1,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,5,2,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,5,3,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,10,0,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,10,1,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,0,10,2,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,1,0,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,1,1,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,1,2,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,1,3,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,5,0,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,5,1,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,5,2,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,5,3,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,10,0,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,10,1,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,10,2,16
data/SRS/Dataset_A/sig10_15_25/srs_105.txt,srs_105.txt,1,10,3,16
data/SRS/Dataset_A/sig10_15_25/srs_106.txt,srs_106.txt,0,1,1,21
data/SRS/Dataset_A/sig10_15_25/srs_106.txt,srs_106.txt,0,1,2,21
data/SRS/Dataset_A/sig10_15_25/srs_106.txt,srs_106.txt,0,1,3,21
data/SRS/Dataset_A/sig10_15_25/srs_106.txt,srs_106.txt,0,5,0,21
data/SRS/Dataset_A/sig10_15_25/srs_106.txt,srs_106.txt,0,5,1,21
data/SRS/Dataset_A/sig10_15_25/srs_106.txt,srs_106.txt,0,5,2,21
